Protein stable ID	Gene name
ENSMUSP00000139469	Sf3b1
	Sf3b1
	Sf3b1
ENSMUSP00000030665	Nudc
	Nudc
	Nudc
ENSMUSP00000151777	Or5bb12
ENSMUSP00000146540	Or5bb12
	Or5an8-ps1
ENSMUSP00000150967	Or5an9
	Or5an9
ENSMUSP00000072158	Or5an9
	Gm14780
ENSMUSP00000146529	Or5bb10
ENSMUSP00000146641	Or5bb10
	Gm23557
	Gm6985
ENSMUSP00000117342	Mtmr1
ENSMUSP00000110248	Mtmr1
ENSMUSP00000121165	Mtmr1
ENSMUSP00000123363	Mtmr1
ENSMUSP00000121342	Mtmr1
ENSMUSP00000115458	Mtmr1
	Mtmr1
	Mtmr1
	Mtmr1
ENSMUSP00000015358	Mtmr1
ENSMUSP00000118546	Ldb1
ENSMUSP00000116909	Ldb1
ENSMUSP00000053680	Ldb1
ENSMUSP00000026252	Ldb1
ENSMUSP00000114667	Ldb1
	Ldb1
	Ldb1
ENSMUSP00000139562	Ldb1
ENSMUSP00000076735	Rdh19
	Gm47917
	Gm16998
	Gm47967
	Gm47968
	Gm26177
ENSMUSP00000089691	Rdh16f2
ENSMUSP00000003645	Ercc1
	Ercc1
	Ercc1
ENSMUSP00000125655	Ercc1
ENSMUSP00000135021	Ercc1
ENSMUSP00000135767	Ercc1
	Ercc1
	Ercc1
ENSMUSP00000135161	Ercc1
	Ercc1
ENSMUSP00000029650	Ints12
	Ints12
	Ints12
	Gm47970
	Gm25602
	Gm31849
	Gm46190
	Gm37641
	Gm47635
ENSMUSP00000039252	Rdh7
	Rdh7
	Gm5666
ENSMUSP00000039175	Nr0b2
	Gm47636
	Gm46396
ENSMUSP00000119276	Cox7c
ENSMUSP00000115419	Cox7c
ENSMUSP00000117385	Cox7c
	Cox7c
	E330011M16Rik
ENSMUSP00000044188	Ptma
ENSMUSP00000139690	Ptma
ENSMUSP00000140270	Ptma
	Ptma
ENSMUSP00000139849	Ptma
	Gm55423
ENSMUSP00000030662	Gpatch3
	Gpatch3
	Gm43254
	Gm15549
ENSMUSP00000135398	Glmp
	Glmp
	Glmp
	Glmp
ENSMUSP00000120235	Glmp
ENSMUSP00000135263	Glmp
ENSMUSP00000001454	Glmp
ENSMUSP00000135575	Glmp
	Glmp
ENSMUSP00000134809	Glmp
ENSMUSP00000129724	Zfp423
ENSMUSP00000105282	Zfp423
ENSMUSP00000052379	Zfp423
ENSMUSP00000134575	Zfp423
ENSMUSP00000134103	Zfp423
	Zfp423
	Zfp423
	Snord138
	Gm27025
ENSMUSP00000036628	Sdr9c7
	Sdr9c7
	Sdr9c7
	Sdr9c7
	Gm55179
	Gm47642
	Gm18265
	Gm55180
	Gm21232
	Gm19239
	Gm47649
	Gm27044
	Gm47651
	Gm8526
	Gm47653
	Gm19139
	Gm34585
ENSMUSP00000121870	Skint6
ENSMUSP00000132312	Skint6
ENSMUSP00000141054	Paqr8
ENSMUSP00000069127	Paqr8
ENSMUSP00000140913	Paqr8
ENSMUSP00000128781	Paqr8
	Gm5667
	Gm15905
	Gm7599
ENSMUSP00000022281	Mtrex
	Mtrex
	Mtrex
	Mtrex
	Mtrex
	Mtrex
	Gm15900
	Gm23996
	Ipmk
	Ipmk
ENSMUSP00000078240	Ipmk
ENSMUSP00000113083	Ipmk
ENSMUSP00000120073	Ipmk
ENSMUSP00000112568	Ipmk
ENSMUSP00000120612	Ipmk
ENSMUSP00000113841	Osbpl1a
ENSMUSP00000073957	Osbpl1a
ENSMUSP00000157020	Osbpl1a
ENSMUSP00000157017	Osbpl1a
ENSMUSP00000157209	Osbpl1a
ENSMUSP00000112895	Osbpl1a
ENSMUSP00000113735	Osbpl1a
ENSMUSP00000112681	Osbpl1a
ENSMUSP00000157342	Osbpl1a
ENSMUSP00000156984	Osbpl1a
ENSMUSP00000113268	Osbpl1a
ENSMUSP00000113357	Osbpl1a
ENSMUSP00000113914	Osbpl1a
	Osbpl1a
ENSMUSP00000122291	Osbpl1a
ENSMUSP00000157046	Osbpl1a
ENSMUSP00000122967	Osbpl1a
	Osbpl1a
ENSMUSP00000120439	Osbpl1a
	Osbpl1a
ENSMUSP00000113491	Osbpl1a
ENSMUSP00000114913	Osbpl1a
	Osbpl1a
ENSMUSP00000157336	Osbpl1a
ENSMUSP00000099408	Zfp385c
	Zfp385c
ENSMUSP00000119259	Zfp385c
ENSMUSP00000115268	Zfp385c
	Gm24667
	Gm49456
	Gm24171
	Gm55056
	Gm28064
ENSMUSP00000111006	Kng2
ENSMUSP00000155884	Kng2
ENSMUSP00000046867	Kng2
ENSMUSP00000097623	Kng2
ENSMUSP00000124161	Kng2
ENSMUSP00000156311	Kng2
ENSMUSP00000156074	Kng2
	Efhc1
ENSMUSP00000042343	Efhc1
ENSMUSP00000044653	Polr1g
	Polr1g
	Gm47648
	Gm47650
ENSMUSP00000001456	Tmem79
ENSMUSP00000103177	Tmem79
ENSMUSP00000103176	Tmem79
ENSMUSP00000141830	Tmem79
	Scarna13
	Mir3069
ENSMUSP00000152267	Glrx5
ENSMUSP00000021522	Glrx5
	Glrx5
ENSMUSP00000146090	Hapln3
ENSMUSP00000145726	Hapln3
ENSMUSP00000032827	Hapln3
	Hapln3
	Gm47672
	Gm44544
ENSMUSP00000014686	Clec4f
	Clec4f
	Dhx58os
ENSMUSP00000120367	Tcl1b2
ENSMUSP00000121354	Tcl1b2
ENSMUSP00000080115	Tcl1b2
ENSMUSP00000027444	Pde6d
	Pde6d
ENSMUSP00000137956	Pde6d
	Pde6d
ENSMUSP00000137820	Pde6d
ENSMUSP00000099318	Rhbdf2
ENSMUSP00000099317	Rhbdf2
	Rhbdf2
	Rhbdf2
ENSMUSP00000029644	Ppa2
ENSMUSP00000113369	Ppa2
	Ppa2
	Ppa2
	Ppa2
	Ppa2
ENSMUSP00000101922	Ppa2
	Ppa2
	Gm2716
	Gm53040
ENSMUSP00000092839	Cnep1r1
ENSMUSP00000120121	Cnep1r1
ENSMUSP00000113435	Cnep1r1
	Cnep1r1
ENSMUSP00000113207	Cnep1r1
	Cnep1r1
	Gm15785
ENSMUSP00000040746	Cd207
ENSMUSP00000082118	Tcl1b1
ENSMUSP00000152806	Tcl1b1
	Ppp1r13l
ENSMUSP00000114443	Ppp1r13l
ENSMUSP00000116351	Ppp1r13l
ENSMUSP00000047839	Ppp1r13l
ENSMUSP00000118309	Ppp1r13l
	Gm12823
	Gm44043
	Gm12816
	Gm12818
	Gm55231
	Vax2os
	Vax2os
	Vax2os
	Vax2os
ENSMUSP00000030661	Gpn2
ENSMUSP00000101519	Gpn2
	Gpn2
	Gm37152
ENSMUSP00000000717	Tcl1b5
ENSMUSP00000084899	Coq10b
ENSMUSP00000027125	Coq10b
	Coq10b
	Coq10b
	Gm49094
	Gm5459
ENSMUSP00000088512	Tcl1b3
	Gm55233
ENSMUSP00000145018	Uqcc5
ENSMUSP00000067418	Uqcc5
ENSMUSP00000050634	Uqcc5
ENSMUSP00000087673	Uqcc5
	Gm55234
	Gm47949
ENSMUSP00000010940	Asz1
	Asz1
	Asz1
ENSMUSP00000122680	Asz1
	Asz1
	4930551I15Rik
	Gm46233
	Gm26943
ENSMUSP00000152596	Tcl1b4
ENSMUSP00000000718	Tcl1b4
	Gm47028
	Gm34544
	Gm34544
	Gm34544
	Gm34544
ENSMUSP00000153182	Dhx29
ENSMUSP00000035244	Dhx29
	Dhx29
	Dhx29
	Gm42883
	Gm4797
	Gm19074
ENSMUSP00000049063	Trpc5
	Trpc5
	Gm47045
	Gm4798
ENSMUSP00000022573	Esd
	Esd
	Esd
ENSMUSP00000134932	Esd
ENSMUSP00000135394	Esd
ENSMUSP00000135063	Esd
ENSMUSP00000135035	Esd
ENSMUSP00000135818	Esd
ENSMUSP00000135244	Esd
	Esd
ENSMUSP00000135708	Esd
ENSMUSP00000057859	Dgkq
ENSMUSP00000118065	Dgkq
	Dgkq
ENSMUSP00000118466	Dgkq
ENSMUSP00000122837	Dgkq
	Dgkq
	Dgkq
	Dgkq
	Dgkq
	Dgkq
	Dgkq
	Gm6362
	Gm12813
ENSMUSP00000050374	Sfn
ENSMUSP00000151556	Hsd17b6
ENSMUSP00000151661	Hsd17b6
ENSMUSP00000151807	Hsd17b6
ENSMUSP00000151374	Hsd17b6
ENSMUSP00000151670	Hsd17b6
ENSMUSP00000026462	Hsd17b6
ENSMUSP00000036066	Tcl1
ENSMUSP00000098632	Tcl1
ENSMUSP00000135069	Tcl1
ENSMUSP00000134811	Tcl1
ENSMUSP00000134903	Tcl1
	Tcl1
ENSMUSP00000081260	Zdhhc18
	Zdhhc18
	Zdhhc18
	Zdhhc18
	Zdhhc18
ENSMUSP00000015712	Lpl
	Lpl
ENSMUSP00000132259	Lpl
	Lpl
	Lpl
ENSMUSP00000043853	Tmc4
ENSMUSP00000146134	Tmc4
ENSMUSP00000112541	Tmc4
	Tmc4
	Tmc4
	Tmc4
	Tmc4
	Gm17971
ENSMUSP00000047992	Tram2
	Tram2
	Gm5080
	Gm10120
	Gm22937
	1700049L16Rik
	Gm47060
	Gm55209
ENSMUSP00000102630	Hsd3b1
ENSMUSP00000029465	Hsd3b1
ENSMUSP00000097328	Tbc1d32
	Tbc1d32
	Tbc1d32
	Tunar
ENSMUSP00000147361	Tunar
ENSMUSP00000147289	Tunar
ENSMUSP00000148184	Trpc5os
ENSMUSP00000147698	Trpc5os
	Gm2721
	Gm2721
	Alkbh5
ENSMUSP00000049116	Alkbh5
	Gm15071
	Gm6493
	Gm46376
	Gm8128
	Mageb16-ps1
ENSMUSP00000077466	Emp2
	Emp2
ENSMUSP00000137376	D430019H16Rik
	Gm13213
ENSMUSP00000044280	Pcyt1b
	Pcyt1b
ENSMUSP00000109566	Pcyt1b
	Gm55425
	Gm47796
ENSMUSP00000001652	Bdkrb2
ENSMUSP00000001451	Smg5
	Smg5
	Smg5
	Smg5
ENSMUSP00000141650	Smg5
	Smg5
	Smg5
	Smg5
	Smg5
ENSMUSP00000124156	Kcnab2
ENSMUSP00000125058	Kcnab2
ENSMUSP00000030768	Kcnab2
ENSMUSP00000158843	Kcnab2
ENSMUSP00000158839	Kcnab2
ENSMUSP00000158771	Kcnab2
ENSMUSP00000101273	Kcnab2
ENSMUSP00000124588	Kcnab2
	Kcnab2
ENSMUSP00000125270	Kcnab2
ENSMUSP00000158599	Kcnab2
ENSMUSP00000158609	Kcnab2
	Kcnab2
	Kcnab2
	Kcnab2
	Kcnab2
	Kcnab2
ENSMUSP00000123939	Kcnab2
	Gm12622
ENSMUSP00000021166	Cygb
	Gm28287
	Gm2693
ENSMUSP00000138118	Bdkrb1
ENSMUSP00000138216	Bdkrb1
ENSMUSP00000045335	Bdkrb1
ENSMUSP00000042070	Rab3gap1
	Rab3gap1
	Rab3gap1
ENSMUSP00000148357	Rab3gap1
	Rab3gap1
	Rab3gap1
	Rab3gap1
	Gm55235
	Gm43845
ENSMUSP00000152527	Atg2b
ENSMUSP00000037441	Atg2b
	Atg2b
	Atg2b
	Atg2b
	Gm15593
	Gm15596
	Gm55060
	Gm8130
	Gm12628
ENSMUSP00000035976	Vax2
	Gm1600
	Gm1600
	Gm12623
	Gm12621
	Gm12627
	Gm12613
	Gm12614
	Gm12615
	Gm12626
ENSMUSP00000046824	Tekt5
ENSMUSP00000111497	Tekt5
	Gm12625
	Gm12619
ENSMUSP00000017974	Dhx58
	Dhx58
	Dhx58
	Dhx58
	Dhx58
	Dhx58
	Gm25054
	Gm8795
ENSMUSP00000001559	Itfg2
ENSMUSP00000144837	Itfg2
ENSMUSP00000145111	Itfg2
ENSMUSP00000145323	Itfg2
	Itfg2
	Itfg2
ENSMUSP00000145282	Itfg2
ENSMUSP00000145388	Itfg2
	Itfg2
	Itfg2
ENSMUSP00000040083	Ccno
	Ccno
	Ccno
ENSMUSP00000035961	Tlk1
	Tlk1
	Tlk1
	Tlk1
	Tlk1
	Tlk1
	Tlk1
ENSMUSP00000089721	Mcidas
ENSMUSP00000023146	Nubp1
ENSMUSP00000155550	Nubp1
	Nubp1
	Nubp1
	Nubp1
	Nubp1
ENSMUSP00000085120	Or5an1c
	Gm26864
ENSMUSP00000146532	Or5an11
ENSMUSP00000149035	Or5an11
ENSMUSP00000150313	Or5an11
ENSMUSP00000151073	Or5an11
ENSMUSP00000150872	Or5an11
ENSMUSP00000073203	Or5an11
ENSMUSP00000112829	Edil3
	Edil3
ENSMUSP00000080462	Edil3
	Edil3
	Edil3
	Edil3
	Edil3
ENSMUSP00000044652	Edil3
	Gm17802
	Gm12624
	Gm12612
ENSMUSP00000108462	Rtl4
ENSMUSP00000108463	Rtl4
	Gm12616
ENSMUSP00000146925	Or5an1
ENSMUSP00000147137	Or5an1
ENSMUSP00000146411	Or5an1
	Gm12620
	Gm12617
	Snord1c
	Snord1b
	Snord1a
	Gm34609
	Gm9923
ENSMUSP00000078501	St6galnac2
	St6galnac2
	St6galnac2
	St6galnac2
	St6galnac2
	Gm29794
	Gm55251
	Gm24984
	Olfr1435-ps1
ENSMUSP00000085113	Or5an10
	Gm8216
ENSMUSP00000051220	Msl3l2
	Msl3l2
	Mir3472
	Gm25097
	Gm15073
	Gm44858
	Gm6441
ENSMUSP00000044054	Lhfpl1
ENSMUSP00000114442	Lhfpl1
ENSMUSP00000146333	Or5an1b
ENSMUSP00000056003	Or5an1b
	Gm45780
	Gm33103
	Rps8-ps1
ENSMUSP00000046924	Slc18a1
	Slc18a1
	Slc18a1
ENSMUSP00000148432	Slc18a1
	Slc18a1
ENSMUSP00000064536	Gja1
	Gja1
ENSMUSP00000151596	Gja1
	Gja1
ENSMUSP00000151603	Gja1
ENSMUSP00000151647	Gja1
ENSMUSP00000151974	Gja1
ENSMUSP00000151620	Gja1
ENSMUSP00000146531	Or5a21
	Or5q1-ps1
ENSMUSP00000148978	Or5an6
	Or5an6
ENSMUSP00000150365	Or5an6
ENSMUSP00000150994	Or5an6
	Or5an6
ENSMUSP00000150691	Or5an6
	Or5an6
ENSMUSP00000054798	Or5an6
	Gm15929
ENSMUSP00000036604	Pdk3
	Pdk3
	Pdk3
ENSMUSP00000147673	Zfp143
ENSMUSP00000148235	Zfp143
ENSMUSP00000081778	Zfp143
ENSMUSP00000126015	Zfp143
	Zfp143
ENSMUSP00000052922	Tvp23a
ENSMUSP00000116076	Tvp23a
	Tvp23a
	Tvp23a
	Tvp23a
ENSMUSP00000147566	St6galnac2
ENSMUSP00000150555	Or5a3
ENSMUSP00000150739	Or5a3
ENSMUSP00000061963	Or5a3
	Gm36595
ENSMUSP00000126346	Pfpl
	4930452L12Rik
	Kat2a
	Kat2a
ENSMUSP00000006973	Kat2a
ENSMUSP00000099407	Kat2a
	Gm9118
	Gm19233
	A330040F15Rik
	A330040F15Rik
	Gm9795
	Gm31931
ENSMUSP00000027065	Tmem14a
ENSMUSP00000027064	Tmem14a
	Gm48053
	Pprc1
ENSMUSP00000107530	Pprc1
ENSMUSP00000096990	Pprc1
ENSMUSP00000079389	Pprc1
	Pprc1
ENSMUSP00000119672	Pprc1
ENSMUSP00000120475	Pprc1
ENSMUSP00000121680	Pprc1
ENSMUSP00000116857	Pprc1
	Pprc1
	Pprc1
	Gm40652
	Gm24285
	Gm48055
	Gm7001
ENSMUSP00000029464	Hao2
	Gm9129
ENSMUSP00000020081	Zwint
ENSMUSP00000101071	Zwint
ENSMUSP00000124429	Zwint
	Zwint
	Zwint
ENSMUSP00000151725	Zwint
ENSMUSP00000121701	Kng1
ENSMUSP00000040485	Kng1
ENSMUSP00000023589	Kng1
ENSMUSP00000087346	Kng1
	Gm54966
ENSMUSP00000152722	Gskip
ENSMUSP00000057939	Gskip
	Gskip
	Gm38224
ENSMUSP00000113587	Cops7b
ENSMUSP00000122317	Cops7b
ENSMUSP00000115056	Cops7b
ENSMUSP00000119807	Cops7b
	Cops7b
ENSMUSP00000027446	Cops7b
ENSMUSP00000043145	Ak7
	Ak7
	Ak7
	Supt20-ps
	Gm15716
	Fkbp4
ENSMUSP00000032508	Fkbp4
ENSMUSP00000119930	Fkbp4
ENSMUSP00000122087	Fkbp4
	Gm15164
ENSMUSP00000006435	Atp6v1b2
	Atp6v1b2
	Atp6v1b2
	Atp6v1b2
	Atp6v1b2
	Atp6v1b2
	5730437C11Rik
ENSMUSP00000080937	Porcn
ENSMUSP00000138661	Porcn
ENSMUSP00000086825	Porcn
ENSMUSP00000076790	Porcn
ENSMUSP00000086824	Porcn
ENSMUSP00000138626	Porcn
	Porcn
	Gm12440
ENSMUSP00000143939	Clock
ENSMUSP00000074656	Clock
ENSMUSP00000144022	Clock
	Clock
	Clock
	Clock
	Gm12441
	Gm22341
	Gm24216
ENSMUSP00000119656	Paqr6
ENSMUSP00000114166	Paqr6
	Paqr6
	Paqr6
	Paqr6
ENSMUSP00000154475	Nt5dc2
ENSMUSP00000154280	Nt5dc2
ENSMUSP00000153794	Nt5dc2
ENSMUSP00000154613	Nt5dc2
	Nt5dc2
ENSMUSP00000087680	Nt5dc2
	Gm55476
	Gm37022
	Gm19256
	Gm47094
	9530018F02Rik
ENSMUSP00000077423	Rasal2
ENSMUSP00000114964	Rasal2
ENSMUSP00000118367	Rasal2
ENSMUSP00000119623	Rasal2
	Rasal2
ENSMUSP00000116974	Rasal2
	Rasal2
ENSMUSP00000006431	Atp6v1b1
	Atp6v1b1
ENSMUSP00000146154	Atp6v1b1
ENSMUSP00000145710	Atp6v1b1
	Atp6v1b1
	Atp6v1b1
ENSMUSP00000136327	Fut8
ENSMUSP00000130845	Fut8
	Fut8
	Fut8
ENSMUSP00000054530	Fut8
	Fut8
	Fut8
	4930467K11Rik
	Gm13633
	Gm13632
	Gm34776
ENSMUSP00000073532	Naca
ENSMUSP00000089680	Naca
ENSMUSP00000105295	Ncoa6
ENSMUSP00000118113	Ncoa6
	Ncoa6
ENSMUSP00000105294	Ncoa6
	Ncoa6
	Ncoa6
	Ncoa6
ENSMUSP00000045386	Ncoa6
ENSMUSP00000137651	Cdc20b
ENSMUSP00000137849	Cdc20b
ENSMUSP00000104867	Cdc20b
ENSMUSP00000137915	Cdc20b
ENSMUSP00000137759	Cdc20b
ENSMUSP00000096203	Tet2
	Tet2
ENSMUSP00000143029	Tet2
	Tet2
ENSMUSP00000143468	Tet2
	Tet2
	Tet2
ENSMUSP00000143619	Tet2
	Tet2
	Tet2
	Mir449c
	Mir449b
ENSMUSP00000022108	Hapln1
	Hapln1
ENSMUSP00000139117	Lzts1
	Lzts1
	Lzts1
	Lzts1
ENSMUSP00000039397	Lzts1
	Gm16131
ENSMUSP00000045142	Islr
ENSMUSP00000126963	Islr
ENSMUSP00000150316	Islr
	Mir449a
	Gm8546
	Gm10735
ENSMUSP00000156385	Gpx8
ENSMUSP00000022282	Gpx8
	Gm47174
ENSMUSP00000001825	Chordc1
	Chordc1
	Chordc1
ENSMUSP00000149900	Chordc1
ENSMUSP00000150443	Chordc1
ENSMUSP00000150569	Chordc1
ENSMUSP00000150527	Chordc1
	Chordc1
	Chordc1
ENSMUSP00000148587	Zfp930
ENSMUSP00000148604	Zfp930
	Zfp930
ENSMUSP00000105845	Zfp930
	4930563N14Rik
ENSMUSP00000151957	Hsf2
ENSMUSP00000078761	Hsf2
ENSMUSP00000152013	Hsf2
	Hsf2
	Hsf2
	Hsf2
ENSMUSP00000153593	Gzma
ENSMUSP00000023897	Gzma
	Gm33178
	Gm7684
ENSMUSP00000124753	Csmd3
ENSMUSP00000124775	Csmd3
ENSMUSP00000124195	Csmd3
	Csmd3
	Csmd3
	Csmd3
	Csmd3
	Csmd3
ENSMUSP00000098235	Csmd3
ENSMUSP00000148399	D130040H23Rik
	D130040H23Rik
	D130040H23Rik
ENSMUSP00000077378	D130040H23Rik
	1700124L16Rik
	1700124L16Rik
	1700124L16Rik
	Gm11735
	Gm7688
ENSMUSP00000017976	Hspb9
ENSMUSP00000130551	Hspb9
	Gm45819
ENSMUSP00000045676	Gmip
ENSMUSP00000116542	Gmip
	Gmip
	Gmip
	Gmip
	Gmip
	Gmip
ENSMUSP00000114525	Gmip
	Gmip
	Fam111a
ENSMUSP00000119518	Fam111a
ENSMUSP00000123598	Fam111a
ENSMUSP00000025595	Fam111a
	Stambp-ps1
	Gm8719
ENSMUSP00000047672	Setd1a
ENSMUSP00000115248	Setd1a
ENSMUSP00000120666	Setd1a
ENSMUSP00000115994	Setd1a
	Setd1a
ENSMUSP00000037600	Setd1a
	BC018473
	BC018473
	BC018473
	BC018473
	Gm24775
	Gm25926
ENSMUSP00000014891	Ankrd53
ENSMUSP00000145973	Ankrd53
	Gm48177
	Gm35240
	Gm48196
	Gm4864
	4930458K08Rik
	Gm24070
	Gm8219
	Gm24994
ENSMUSP00000147546	Ccdc196
ENSMUSP00000147743	Ccdc196
	Ccdc196
ENSMUSP00000147287	Ccdc196
	Gm9848
	1700084D21Rik
	Gm8134
	Gm49564
ENSMUSP00000155517	Ciita
	Ciita
ENSMUSP00000155002	Ciita
	Ciita
ENSMUSP00000023147	Ciita
ENSMUSP00000155232	Ciita
ENSMUSP00000154946	Ciita
ENSMUSP00000155635	Ciita
ENSMUSP00000014892	Tex261
	Tex261
	Tex261
	Tex261
	Gm48226
ENSMUSP00000113530	Gzmk
ENSMUSP00000044512	Gzmk
ENSMUSP00000114250	Gzmk
ENSMUSP00000054064	Gphn
ENSMUSP00000106018	Gphn
	Gphn
ENSMUSP00000090884	Dock2
ENSMUSP00000098916	Dock2
	Dock2
	Dock2
ENSMUSP00000116893	Dock2
	Dock2
ENSMUSP00000098915	Dock2
ENSMUSP00000137934	Gm4952
ENSMUSP00000090607	Gm4952
ENSMUSP00000086363	Lrch1
	Lrch1
ENSMUSP00000154004	Lrch1
ENSMUSP00000159358	Lrch1
	Lrch1
	Lrch1
	Lrch1
	Lrch1
ENSMUSP00000027449	Nppc
	Gm7443
	Gm42567
	Gm49316
	Gm37788
ENSMUSP00000103167	Bglap3
	Bglap3
	Bglap3
ENSMUSP00000074965	Bglap3
ENSMUSP00000103166	Bglap3
	Gm37578
	Chn2
ENSMUSP00000035908	Chn2
ENSMUSP00000145072	Chn2
	Chn2
ENSMUSP00000118990	Chn2
	Chn2
ENSMUSP00000114476	Chn2
ENSMUSP00000110044	Chn2
ENSMUSP00000110043	Chn2
ENSMUSP00000066078	Chn2
ENSMUSP00000145231	Chn2
ENSMUSP00000145008	Chn2
ENSMUSP00000145507	Chn2
ENSMUSP00000145314	Chn2
ENSMUSP00000144983	Chn2
ENSMUSP00000040187	Esm1
	Gm6058
	Gm37060
ENSMUSP00000027123	Hspd1
ENSMUSP00000119336	Hspd1
ENSMUSP00000122947	Hspd1
	Gm19178
ENSMUSP00000130879	Islr2
ENSMUSP00000149095	Islr2
ENSMUSP00000150118	Islr2
ENSMUSP00000149920	Islr2
ENSMUSP00000151153	Islr2
ENSMUSP00000151098	Islr2
ENSMUSP00000149195	Islr2
ENSMUSP00000149680	Islr2
	Islr2
ENSMUSP00000150877	Islr2
	Islr2
	Islr2
	Islr2
ENSMUSP00000109781	Islr2
ENSMUSP00000127228	Islr2
ENSMUSP00000130322	Islr2
ENSMUSP00000129328	Islr2
	Gm55188
	Gm41071
	4921509O07Rik
	Gm31191
	Gm47426
	Gm34471
ENSMUSP00000104864	Snx18
	Snx18
	Snx18
ENSMUSP00000043308	Glyat
	Glyat
	Glyat
ENSMUSP00000114002	Glyat
	Glyat
ENSMUSP00000050292	Ptges3
ENSMUSP00000081827	Ptges3
	Ptges3
ENSMUSP00000054193	Hspb3
	Gm23011
	Gm21956
	Gm34586
	Gm37228
	Gm40153
ENSMUSP00000096555	Bglap2
	Gm6343
	Gm47462
	Gm47463
	Gm47464
ENSMUSP00000088740	Arl15
ENSMUSP00000153570	Arl15
ENSMUSP00000153127	Arl15
	Gm30484
	Gm6821
	Gm26691
	Gm26691
	Gm26691
ENSMUSP00000075425	Bglap
	Bglap
ENSMUSP00000033326	Wee1
	Ube2n-ps1
	Gm43658
	Gm7467
ENSMUSP00000004343	Wars2
ENSMUSP00000142470	Wars2
ENSMUSP00000142723	Wars2
ENSMUSP00000142361	Wars2
	Wars2
ENSMUSP00000113699	Pdcl2
ENSMUSP00000031145	Pdcl2
	Gm24521
ENSMUSP00000147051	Or5b94
ENSMUSP00000146803	Or5b94
ENSMUSP00000146650	Or5b94
ENSMUSP00000050632	Or5b94
	Gm47479
	A430090L17Rik
ENSMUSP00000145647	Gm49388
ENSMUSP00000145901	Gm49388
ENSMUSP00000148908	Or5b95
ENSMUSP00000150063	Or5b95
ENSMUSP00000059886	Or5b95
	Gm37907
	4631422I05Rik
	Gm47558
ENSMUSP00000097615	Mettl8
ENSMUSP00000107800	Mettl8
ENSMUSP00000115855	Mettl8
ENSMUSP00000107804	Mettl8
ENSMUSP00000113642	Mettl8
ENSMUSP00000118026	Mettl8
ENSMUSP00000119863	Mettl8
	Mettl8
ENSMUSP00000088359	Mettl8
	Mettl8
	Mettl8
ENSMUSP00000133806	Dip2c
ENSMUSP00000131238	Dip2c
ENSMUSP00000152159	Dip2c
ENSMUSP00000126827	Dip2c
ENSMUSP00000074724	Hspe1
	Hspe1
	9430064I24Rik
ENSMUSP00000033325	Swap70
	Swap70
	Swap70
	Swap70
	Gm47438
	Gm18899
ENSMUSP00000020027	Serinc1
ENSMUSP00000126561	Serinc1
ENSMUSP00000127041	Serinc1
	Serinc1
	Serinc1
	Gm49772
	Gm48225
ENSMUSP00000025598	Keg1
	Keg1
	Keg1
ENSMUSP00000116555	Keg1
	Keg1
	Keg1
ENSMUSP00000119879	Keg1
	Gm48224
	Gm48231
	Gm48230
ENSMUSP00000077119	Garin2
ENSMUSP00000151640	Garin2
ENSMUSP00000151845	Garin2
ENSMUSP00000151336	Garin2
	Garin2
ENSMUSP00000151673	Garin2
ENSMUSP00000151719	Garin2
ENSMUSP00000151962	Garin2
	Garin2
	Gm5147
	Gm16581
ENSMUSP00000031653	Flt1
	Flt1
	Flt1
ENSMUSP00000106158	Flt1
	Flt1
	Flt1
ENSMUSP00000027067	Gsta3
ENSMUSP00000113262	Gsta3
ENSMUSP00000140210	Gsta3
	Gsta3
ENSMUSP00000034654	Mfrp
ENSMUSP00000125053	Mfrp
ENSMUSP00000145676	Mfrp
ENSMUSP00000124456	Mfrp
ENSMUSP00000145633	Mfrp
ENSMUSP00000146138	Mfrp
	Gm45515
	Gm9132
ENSMUSP00000037107	Mboat7
ENSMUSP00000116446	Mboat7
ENSMUSP00000120521	Mboat7
	Mboat7
	Mboat7
ENSMUSP00000145801	Mboat7
ENSMUSP00000145657	Mboat7
ENSMUSP00000112710	Mboat7
ENSMUSP00000146067	Mboat7
	Mboat7
	Mboat7
	Mboat7
	Mboat7
	Gm43024
	Gm15962
	Gm15962
	Gm18982
	Mir6481
	Gm42717
ENSMUSP00000009732	St6galnac1
ENSMUSP00000141696	Pmf1
ENSMUSP00000062420	Pmf1
	Pmf1
	Pmf1
ENSMUSP00000141229	Pmf1
	Pmf1
	Pmf1
ENSMUSP00000108555	Cntf
ENSMUSP00000124424	Gm44505
ENSMUSP00000151349	Pals1
ENSMUSP00000151872	Pals1
ENSMUSP00000080683	Pals1
	Pals1
	Pals1
ENSMUSP00000037971	Zfp91
	Zfp91
	Rpl48-ps1
ENSMUSP00000026459	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
	Atp5f1b
ENSMUSP00000060749	Llgl1
ENSMUSP00000104359	Llgl1
	Llgl1
	Gm10847
	Gm4278
ENSMUSP00000045566	Rubcnl
	Rubcnl
	Gm26820
ENSMUSP00000143417	Tbx15
ENSMUSP00000029462	Tbx15
ENSMUSP00000142358	Tbx15
ENSMUSP00000034325	Lpar2
ENSMUSP00000158853	Lpar2
