C9orf152,0,0,0,0,0,0,0
RPS11,0,0,0,0,0,0,0
ELMO2,0,0,0,0,0,0,0
CREB3L1,0,0,0,0,0,1,0
PNMA1,0,0,0,0,0,0,0
MMP2,0,0,0,0,1,1,0
TMEM216,0,0,0,0,0,0,0
TRAF3IP2-AS1,0,0,0,0,0,0,0
LRRC37A5P,0,0,0,0,0,0,0
LOC653712,0,0,0,0,0,0,0
C10orf90,0,0,0,0,0,0,0
ZHX3,0,0,0,0,0,0,0
ERCC5,0,0,0,0,0,0,0
GPR98,0,0,0,0,0,0,0
RXFP3,0,0,0,0,0,0,0
CTAGE10P,0,0,0,0,0,0,0
APBB2,0,0,0,0,1,1,0
KLHL13,0,0,0,0,0,0,0
KRTAP10-8,0,0,0,0,0,0,0
PDCL3,0,0,0,0,0,0,0
AEN,0,0,0,0,0,0,0
FRG2,0,0,0,0,0,0,0
DECR1,0,0,0,0,0,0,0
SALL1,0,0,0,0,0,0,0
GGT3P,0,0,0,0,0,0,0
CADM4,0,0,0,0,0,0,0
RPS18,0,0,0,0,0,0,0
SLC10A7,0,0,0,0,0,0,0
CFHR5,0,0,0,0,0,0,0
OR2K2,0,0,0,0,0,0,0
BRIX1,0,0,0,0,0,0,0
MIR378F,0,0,0,0,0,0,0
LMAN1,0,0,0,0,0,0,0
CHD8,0,0,0,0,0,0,0
SUMO1,0,0,0,0,0,0,0
MIR941-2,0,0,0,0,0,0,0
GP1BA,0,0,0,0,1,1,0
MIR1233-2,0,0,0,0,0,0,0
BSN-AS2,0,0,0,0,0,0,0
BOLA3-AS1,0,0,0,0,0,0,0
UQCR11,0,0,0,0,0,0,0
DDB1,0,0,0,0,0,0,0
MYO9B,0,0,0,0,0,0,0
MMP7,0,0,0,0,0,0,0
MIR1976,0,0,0,0,0,0,0
CRNKL1,0,0,0,0,0,0,0
MIR618,0,0,0,0,0,0,0
XAB2,0,0,0,0,0,0,0
RTN1,0,0,0,1,0,0,0
KLHL14,0,0,0,0,0,0,0
ADAM21P1,0,0,0,0,0,0,0
TBX10,0,0,0,0,0,0,0
ZBTB12,0,0,0,0,0,0,0
UTY,0,0,0,0,0,0,0
MIR515-2,0,0,0,0,0,0,0
CENPQ,0,0,0,0,0,0,0
ZAR1L,0,0,0,0,0,0,0
